Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned
SRR5517231_GSM2608394_NMR_NM_6074_KID_Heterocephalus_glaber_RNA-Seq	48.5416481968736	4210538
SRR5517232_GSM2608396_NMR_NM_6206_ADR_Heterocephalus_glaber_RNA-Seq	47.6303233078131	4797641
SRR5517233_GSM2608398_NMR_NM_6206_KID_Heterocephalus_glaber_RNA-Seq	51.14046543911677	3919707
SRR5517234_GSM2608400_NMR_BF_6382_ADR_Heterocephalus_glaber_RNA-Seq	43.90204656466964	5003860
SRR5517235_GSM2608402_NMR_BF_6382_KID_Heterocephalus_glaber_RNA-Seq	49.756381798089095	3178268
SRR5517236_GSM2608404_NMR_BM_6656_ADR_Heterocephalus_glaber_RNA-Seq	47.153131272455	4346520
SRR5517237_GSM2608405_NMR_BM_6656_KID_Heterocephalus_glaber_RNA-Seq	50.18334010264391	4235500
SRR5517238_GSM2608407_NMR_BF_6841_ADR_Heterocephalus_glaber_RNA-Seq	45.50690491120293	5924113
SRR5517239_GSM2608409_NMR_BF_6841_KID_Heterocephalus_glaber_RNA-Seq	47.664345803627825	4288059
SRR5517240_GSM2608410_NMR_NF_0525_OVR_Heterocephalus_glaber_RNA-Seq	40.40191777674059	5369488
SRR5517241_GSM2608412_NMR_NF_0525_THY_Heterocephalus_glaber_RNA-Seq	49.92464123882277	3781178
SRR5517242_GSM2608414_NMR_NM_0713_TES_Heterocephalus_glaber_RNA-Seq	50.78802792837281	3238621
SRR5517243_GSM2608416_NMR_NM_0713_THY_Heterocephalus_glaber_RNA-Seq	47.56631709514832	4233602
SRR5517244_GSM2608418_NMR_BF_1090_OVR_Heterocephalus_glaber_RNA-Seq	40.25754749859872	3509248
SRR5517245_GSM2608420_NMR_BF_1090_THY_Heterocephalus_glaber_RNA-Seq	50.53763109251751	4424560
SRR5517246_GSM2608422_NMR_BM_1147_TES_Heterocephalus_glaber_RNA-Seq	49.682957444948755	4996228
SRR5517247_GSM2608423_NMR_BM_1147_THY_Heterocephalus_glaber_RNA-Seq	46.81092128967091	3915074
SRR5517248_GSM2608425_NMR_BM_1215_TES_Heterocephalus_glaber_RNA-Seq	45.342512523586564	4433025
SRR5517249_GSM2608427_NMR_BM_1215_THY_Heterocephalus_glaber_RNA-Seq	46.820926100805096	2925231
SRR5517250_GSM2608429_NMR_BM_1400_TES_Heterocephalus_glaber_RNA-Seq	48.81003280472157	4606379
SRR5517251_GSM2608431_NMR_BM_1400_THY_Heterocephalus_glaber_RNA-Seq	43.86387674432448	3109569
SRR5517252_GSM2608433_NMR_NM_1449_TES_Heterocephalus_glaber_RNA-Seq	51.22610409956646	5884590
SRR5517253_GSM2608435_NMR_NM_1449_THY_Heterocephalus_glaber_RNA-Seq	45.78409644012747	2991249
SRR5517254_GSM2608437_NMR_BF_1816_HRT_Heterocephalus_glaber_RNA-Seq	52.11245804758592	3555275
SRR5517255_GSM2608439_NMR_BF_1816_OVR_Heterocephalus_glaber_RNA-Seq	42.2733068725427	5645858
SRR5517256_GSM2608440_NMR_NF_2411_OVR_Heterocephalus_glaber_RNA-Seq	40.833920192709996	4142934
SRR5517257_GSM2608442_NMR_NF_2411_THY_Heterocephalus_glaber_RNA-Seq	48.913758715169784	3632751
SRR5517258_GSM2608444_NMR_NF_2969_OVR_Heterocephalus_glaber_RNA-Seq	41.580635676751314	3553904
SRR5517259_GSM2608446_NMR_NF_2969_THY_Heterocephalus_glaber_RNA-Seq	47.48948389635595	3760375
SRR5517260_GSM2608449_NMR_BM_3274_TES_Heterocephalus_glaber_RNA-Seq	46.2687402203189	3630535
SRR5517261_GSM2608452_NMR_BM_3274_THY_Heterocephalus_glaber_RNA-Seq	50.54671039427019	4601124
SRR5517262_GSM2608454_NMR_NM_3295_TES_Heterocephalus_glaber_RNA-Seq	47.43978773404606	4207375
SRR5517263_GSM2608456_NMR_NF_3439_OVR_Heterocephalus_glaber_RNA-Seq	42.54873462046408	4749217
SRR5517264_GSM2608457_NMR_NF_3439_THY_Heterocephalus_glaber_RNA-Seq	48.78166512478396	3415820
SRR5517265_GSM2608459_NMR_NF_3605_OVR_Heterocephalus_glaber_RNA-Seq	41.46919222213612	3901286
SRR5517266_GSM2608461_NMR_NF_4060_OVR_Heterocephalus_glaber_RNA-Seq	39.78015821009371	4769744
SRR5517267_GSM2608463_NMR_NF_4060_THY_Heterocephalus_glaber_RNA-Seq	52.56936645940799	4227609
SRR5517268_GSM2608465_NMR_BF_4121_OVR_Heterocephalus_glaber_RNA-Seq	39.09367299676232	4757519
SRR5517269_GSM2608467_NMR_BF_4121_THY_Heterocephalus_glaber_RNA-Seq	49.863133592123326	4251247
SRR5517270_GSM2608469_NMR_BF_4772_OVR_Heterocephalus_glaber_RNA-Seq	40.060741474478704	3863123
SRR5517271_GSM2608471_NMR_BF_4772_THY_Heterocephalus_glaber_RNA-Seq	48.141005491584885	3475058
SRR5517272_GSM2608473_NMR_NM_4925_TES_Heterocephalus_glaber_RNA-Seq	50.71638125375802	5583762
SRR5517273_GSM2608475_NMR_NM_4925_THY_Heterocephalus_glaber_RNA-Seq	47.6732943803188	3556638
SRR5517274_GSM2608477_NMR_BM_5982_TES_Heterocephalus_glaber_RNA-Seq	48.745854947003245	6149896
SRR5517275_GSM2608479_NMR_BM_5982_THY_Heterocephalus_glaber_RNA-Seq	51.277327177072465	3138035
SRR5517276_GSM2608481_NMR_NM_6074_TES_Heterocephalus_glaber_RNA-Seq	50.122288392880186	4835436
SRR5517277_GSM2608483_NMR_NM_6074_THY_Heterocephalus_glaber_RNA-Seq	50.00645958533377	4342945
SRR5517278_GSM2608485_NMR_NM_6206_TES_Heterocephalus_glaber_RNA-Seq	52.367393991583214	4335960
SRR5517279_GSM2608487_NMR_NM_6206_THY_Heterocephalus_glaber_RNA-Seq	48.882849558068465	3800622
SRR5517280_GSM2608489_NMR_BF_6382_OVR_Heterocephalus_glaber_RNA-Seq	41.02659998903596	5051595
SRR5517281_GSM2608491_NMR_BF_6382_THY_Heterocephalus_glaber_RNA-Seq	53.267904872981084	5112580
SRR5517282_GSM2608493_NMR_BM_6656_TES_Heterocephalus_glaber_RNA-Seq	46.74149961841328	4968907
SRR5517283_GSM2608495_NMR_BM_6656_THY_Heterocephalus_glaber_RNA-Seq	48.62325167651954	3555126
SRR5517284_GSM2608497_NMR_BF_6841_OVR_Heterocephalus_glaber_RNA-Seq	39.50866204980136	5095685
SRR5517285_GSM2608499_NMR_BF_6841_THY_Heterocephalus_glaber_RNA-Seq	53.16878637773637	4207052
SRR5517286_GSM2608500_NMR_NF_0525_HRT_Heterocephalus_glaber_RNA-Seq	49.52529530932221	2619953
SRR5517287_GSM2608502_NMR_NM_0713_HRT_Heterocephalus_glaber_RNA-Seq	53.72396228847251	3367534
SRR5517288_GSM2608504_NMR_BF_1090_HRT_Heterocephalus_glaber_RNA-Seq	53.75667416420041	4014435
SRR5517289_GSM2608506_NMR_BM_1147_HRT_Heterocephalus_glaber_RNA-Seq	53.31981376714944	4301480
SRR5517290_GSM2608508_NMR_BM_1400_HRT_Heterocephalus_glaber_RNA-Seq	53.39287735924374	4447372
SRR5517291_GSM2608510_NMR_NM_1449_HRT_Heterocephalus_glaber_RNA-Seq	53.48879625948647	3167246
SRR5517292_GSM2608512_NMR_NF_2411_HRT_Heterocephalus_glaber_RNA-Seq	48.11050852299219	3260657
SRR5517293_GSM2608514_NMR_NF_2969_HRT_Heterocephalus_glaber_RNA-Seq	53.15996232037382	3058139
SRR5517294_GSM2608516_NMR_BM_3274_HRT_Heterocephalus_glaber_RNA-Seq	54.64699174291292	4562979
SRR5517295_GSM2608518_NMR_NM_3295_HRT_Heterocephalus_glaber_RNA-Seq	54.385821786161046	3179877
SRR5517296_GSM2608519_NMR_NF_3439_HRT_Heterocephalus_glaber_RNA-Seq	53.29171241620024	4775918
SRR5517297_GSM2608521_NMR_NF_3605_HRT_Heterocephalus_glaber_RNA-Seq	53.39751872960372	4100121
SRR5517298_GSM2608523_NMR_NF_4060_HRT_Heterocephalus_glaber_RNA-Seq	53.418778739061004	3773963
SRR5517299_GSM2608525_NMR_BF_4121_HRT_Heterocephalus_glaber_RNA-Seq	54.24425588475524	3849244
SRR5517300_GSM2608526_NMR_BF_4772_HRT_Heterocephalus_glaber_RNA-Seq	52.43953951957599	3899390
SRR5517301_GSM2608528_NMR_NM_4925_HRT_Heterocephalus_glaber_RNA-Seq	54.190777428339786	4321902
SRR5517302_GSM2608530_NMR_BM_5982_HRT_Heterocephalus_glaber_RNA-Seq	53.38620870216949	4840787
SRR5517303_GSM2608532_NMR_NM_6074_HRT_Heterocephalus_glaber_RNA-Seq	52.38443424428985	4047806
SRR5517304_GSM2608534_NMR_NM_6206_HRT_Heterocephalus_glaber_RNA-Seq	53.96196608119316	4562842
SRR5517305_GSM2608536_NMR_BF_6382_HRT_Heterocephalus_glaber_RNA-Seq	51.9664076967135	3697267
SRR5517306_GSM2608537_NMR_BM_6656_HRT_Heterocephalus_glaber_RNA-Seq	54.96591545590333	4145116
SRR5517307_GSM2608539_NMR_NF_0525_PIT_Heterocephalus_glaber_RNA-Seq	57.92058491563801	3464408
SRR5517308_GSM2608541_NMR_NF_0525_HYP_Heterocephalus_glaber_RNA-Seq	51.367236189041485	3451436
SRR5517309_GSM2608543_NMR_NF_0525_CER_Heterocephalus_glaber_RNA-Seq	59.954414997387126	3655266
SRR5517310_GSM2608545_NMR_NM_0713_PIT_Heterocephalus_glaber_RNA-Seq	49.70966019009773	4841533
SRR5517311_GSM2608547_NMR_NM_0713_HYP_Heterocephalus_glaber_RNA-Seq	56.0223211602224	4557450
SRR5517312_GSM2608549_NMR_NM_0713_CER_Heterocephalus_glaber_RNA-Seq	63.2893091764731	3561185
SRR5517313_GSM2608551_NMR_BF_1090_PIT_Heterocephalus_glaber_RNA-Seq	58.41606046092219	5250602
SRR5517314_GSM2608553_NMR_BF_1090_HYP_Heterocephalus_glaber_RNA-Seq	55.826737659599345	3241838
SRR5517315_GSM2608554_NMR_BF_1090_CER_Heterocephalus_glaber_RNA-Seq	60.73371854158267	4409039
SRR5517316_GSM2608556_NMR_BM_1147_PIT_Heterocephalus_glaber_RNA-Seq	54.10423361417852	3897010
SRR5517317_GSM2608558_NMR_BM_1147_HYP_Heterocephalus_glaber_RNA-Seq	56.62879785409629	4354438
SRR5517318_GSM2608560_NMR_BM_1147_CER_Heterocephalus_glaber_RNA-Seq	63.632224605633205	4707148
SRR5517319_GSM2608561_NMR_BM_1215_PIT_Heterocephalus_glaber_RNA-Seq	54.40298507462686	4622589
SRR5517320_GSM2608564_NMR_BM_1215_HYP_Heterocephalus_glaber_RNA-Seq	55.5777582157162	3311459
SRR5517321_GSM2608565_NMR_BM_1215_CER_Heterocephalus_glaber_RNA-Seq	60.5137149641221	3864637
SRR5517322_GSM2608567_NMR_BM_1400_PIT_Heterocephalus_glaber_RNA-Seq	56.91846918820222	4199575
SRR5517323_GSM2608569_NMR_BM_1400_HYP_Heterocephalus_glaber_RNA-Seq	58.673989739548524	4041465
SRR5517324_GSM2608570_NMR_BM_1400_CER_Heterocephalus_glaber_RNA-Seq	60.78538582411021	2934933
SRR5517325_GSM2608572_NMR_NM_1449_PIT_Heterocephalus_glaber_RNA-Seq	59.050318372418076	4623536
SRR5517326_GSM2608574_NMR_NM_1449_HYP_Heterocephalus_glaber_RNA-Seq	55.84726378710778	3499561
SRR5517327_GSM2608576_NMR_NM_1449_CER_Heterocephalus_glaber_RNA-Seq	61.320792265620106	4514143
SRR5517328_GSM2608578_NMR_BF_1816_PIT_Heterocephalus_glaber_RNA-Seq	58.34738327268868	4309973
SRR5517329_GSM2608579_NMR_BF_1816_CER_Heterocephalus_glaber_RNA-Seq	60.99638077837432	3546135
SRR5517330_GSM2608581_NMR_NF_2411_PIT_Heterocephalus_glaber_RNA-Seq	57.968615432367145	4534599
SRR5517331_GSM2608583_NMR_NF_2411_HYP_Heterocephalus_glaber_RNA-Seq	57.50947378187556	4152900
SRR5517332_GSM2608585_NMR_NF_2411_CER_Heterocephalus_glaber_RNA-Seq	62.385929094841586	4341604
SRR5517333_GSM2608587_NMR_NF_2969_PIT_Heterocephalus_glaber_RNA-Seq	64.75544327066575	5410790
SRR5517334_GSM2608589_NMR_NF_2969_HYP_Heterocephalus_glaber_RNA-Seq	57.040749726108494	3724737
SRR5517335_GSM2608591_NMR_NF_2969_CER_Heterocephalus_glaber_RNA-Seq	60.068181319753855	3314170
SRR5517336_GSM2608593_NMR_BM_3274_PIT_Heterocephalus_glaber_RNA-Seq	57.51820776388884	5078240
SRR5517337_GSM2608595_NMR_BM_3274_HYP_Heterocephalus_glaber_RNA-Seq	57.33994570003462	3828579
SRR5517338_GSM2608596_NMR_NM_3295_PIT_Heterocephalus_glaber_RNA-Seq	56.17138663838885	3935214
SRR5517339_GSM2608598_NMR_NM_3295_HYP_Heterocephalus_glaber_RNA-Seq	60.42806708301431	4183762
SRR5517340_GSM2608600_NMR_NM_3295_CER_Heterocephalus_glaber_RNA-Seq	63.221783858385905	4561587
SRR5517341_GSM2608602_NMR_NF_3439_PIT_Heterocephalus_glaber_RNA-Seq	57.418644424492356	5860535
SRR5517342_GSM2608604_NMR_NF_3439_HYP_Heterocephalus_glaber_RNA-Seq	57.59500137602925	3641467
SRR5517343_GSM2608606_NMR_NF_3439_CER_Heterocephalus_glaber_RNA-Seq	61.081747633600756	4103415
SRR5517344_GSM2608607_NMR_NF_3605_PIT_Heterocephalus_glaber_RNA-Seq	64.95732978537761	4984274
SRR5517345_GSM2608609_NMR_NF_3605_HYP_Heterocephalus_glaber_RNA-Seq	56.98907594270709	3833283
SRR5517346_GSM2608611_NMR_NF_3605_CER_Heterocephalus_glaber_RNA-Seq	59.462452258941425	3775016
SRR5517347_GSM2608613_NMR_NF_4060_PIT_Heterocephalus_glaber_RNA-Seq	56.577107872282305	3943352
SRR5517348_GSM2608615_NMR_NF_4060_HYP_Heterocephalus_glaber_RNA-Seq	56.24041493547451	4534848
SRR5517349_GSM2608617_NMR_NF_4060_CER_Heterocephalus_glaber_RNA-Seq	59.661739751834794	3457260
SRR5517350_GSM2608620_NMR_BF_4121_PIT_Heterocephalus_glaber_RNA-Seq	58.04980776817242	4680812
SRR5517351_GSM2608622_NMR_BF_4121_HYP_Heterocephalus_glaber_RNA-Seq	56.25128727372588	3736179
SRR5517352_GSM2608623_NMR_BF_4121_CER_Heterocephalus_glaber_RNA-Seq	61.19754149504728	4603858
SRR5517353_GSM2608625_NMR_BF_4772_PIT_Heterocephalus_glaber_RNA-Seq	57.83175690734722	4810796
SRR5517354_GSM2608627_NMR_BF_4772_CER_Heterocephalus_glaber_RNA-Seq	58.84072927155093	3870359
SRR5517355_GSM2608628_NMR_NM_4925_PIT_Heterocephalus_glaber_RNA-Seq	56.24714599879537	5621756
SRR5517356_GSM2608630_NMR_NM_4925_HYP_Heterocephalus_glaber_RNA-Seq	57.09750358278002	2966607
SRR5517357_GSM2608631_NMR_NM_4925_CER_Heterocephalus_glaber_RNA-Seq	60.76765633989435	3485572
SRR5517358_GSM2608633_NMR_BM_5982_PIT_Heterocephalus_glaber_RNA-Seq	58.04344082453947	4135677
SRR5517359_GSM2608635_NMR_BM_5982_HYP_Heterocephalus_glaber_RNA-Seq	56.333395617845504	5067950
SRR5517360_GSM2608637_NMR_BM_5982_CER_Heterocephalus_glaber_RNA-Seq	57.28739503127521	4072369
SRR5517361_GSM2608638_NMR_NM_6074_PIT_Heterocephalus_glaber_RNA-Seq	55.57309829532239	4056984
SRR5517362_GSM2608640_NMR_NM_6074_HYP_Heterocephalus_glaber_RNA-Seq	55.49488504056719	4222527
SRR5517363_GSM2608642_NMR_NM_6074_CER_Heterocephalus_glaber_RNA-Seq	57.69466667203502	3868983
SRR5517364_GSM2608644_NMR_NM_6206_PIT_Heterocephalus_glaber_RNA-Seq	55.45685714149358	3834657
SRR5517365_GSM2608645_NMR_NM_6206_HYP_Heterocephalus_glaber_RNA-Seq	57.1290237990349	3934525
SRR5517366_GSM2608647_NMR_NM_6206_CER_Heterocephalus_glaber_RNA-Seq	61.339418285655626	4517009
SRR5517367_GSM2608649_NMR_BF_6382_PIT_Heterocephalus_glaber_RNA-Seq	55.66035567975216	3681711
SRR5517368_GSM2608651_NMR_BF_6382_CER_Heterocephalus_glaber_RNA-Seq	61.71808751108551	4701716
SRR5517369_GSM2608653_NMR_BM_6656_PIT_Heterocephalus_glaber_RNA-Seq	57.05237523864691	4826146
SRR5517370_GSM2608655_NMR_BM_6656_HYP_Heterocephalus_glaber_RNA-Seq	55.724948687880484	4251146
SRR5517371_GSM2608657_NMR_BM_6656_CER_Heterocephalus_glaber_RNA-Seq	62.87593072030364	5521453
SRR5517372_GSM2608659_NMR_BF_6841_CER_Heterocephalus_glaber_RNA-Seq	61.06934156527627	4974802
SRR5517373_GSM2608661_NMR_NF_0525_SKN_Heterocephalus_glaber_RNA-Seq	39.05677451353349	4052329
SRR5517374_GSM2608663_NMR_NM_0713_SKN_Heterocephalus_glaber_RNA-Seq	38.92729731190426	3853419
SRR5517375_GSM2608665_NMR_BF_1090_SKN_Heterocephalus_glaber_RNA-Seq	39.09409789242962	3537958
SRR5517376_GSM2608667_NMR_BM_1147_SKN_Heterocephalus_glaber_RNA-Seq	39.83754382343677	3852312
SRR5517377_GSM2608669_NMR_BM_1215_SKN_Heterocephalus_glaber_RNA-Seq	37.71711719799804	4007908
SRR5517378_GSM2608671_NMR_BM_1400_SKN_Heterocephalus_glaber_RNA-Seq	46.1350468631197	2515059
SRR5517379_GSM2608672_NMR_NM_1449_SKN_Heterocephalus_glaber_RNA-Seq	41.63040504801972	4303683
SRR5517380_GSM2608674_NMR_BF_1816_SKN_Heterocephalus_glaber_RNA-Seq	40.783945947129595	3147614
SRR5517381_GSM2608676_NMR_NF_2411_SKN_Heterocephalus_glaber_RNA-Seq	37.14514577918063	4487433
SRR5517382_GSM2608678_NMR_NF_2969_SKN_Heterocephalus_glaber_RNA-Seq	40.197613691796846	5778983
SRR5517383_GSM2608680_NMR_BM_3274_SKN_Heterocephalus_glaber_RNA-Seq	39.605971092897335	3798718
SRR5517384_GSM2608681_NMR_NM_3295_SKN_Heterocephalus_glaber_RNA-Seq	48.11136408512458	4463807
SRR5517385_GSM2608683_NMR_NF_3605_SKN_Heterocephalus_glaber_RNA-Seq	40.46417907336883	4484613
SRR5517386_GSM2608685_NMR_NF_4060_SKN_Heterocephalus_glaber_RNA-Seq	38.83250094337318	4084444
SRR5517387_GSM2608687_NMR_BF_4121_SKN_Heterocephalus_glaber_RNA-Seq	35.75990753634721	3975435
SRR5517388_GSM2608689_NMR_BF_4772_SKN_Heterocephalus_glaber_RNA-Seq	43.55597230734205	5303221
SRR5517389_GSM2608691_NMR_NM_4925_SKN_Heterocephalus_glaber_RNA-Seq	38.033680581765736	3985495
SRR5517390_GSM2608693_NMR_BM_5982_SKN_Heterocephalus_glaber_RNA-Seq	41.12731196994224	4963448
SRR5517391_GSM2608695_NMR_NM_6074_SKN_Heterocephalus_glaber_RNA-Seq	43.965931758354	3929908
SRR5517392_GSM2608697_NMR_NM_6206_SKN_Heterocephalus_glaber_RNA-Seq	46.83075078955422	4989846
SRR5517393_GSM2608699_NMR_BF_6382_SKN_Heterocephalus_glaber_RNA-Seq	36.610706867650975	3315671
SRR5517394_GSM2608701_NMR_BM_6656_SKN_Heterocephalus_glaber_RNA-Seq	42.95879566330735	4955203
SRR5517410_GSM2608702_NMR_BF_6841_SKN_Heterocephalus_glaber_RNA-Seq	40.827680848584755	4730438
SRR5517411_GSM2608704_NMR_NF_3605_THY_Heterocephalus_glaber_RNA-Seq	46.279902814040334	3906550
SRR5517412_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	53.9079587345482	2867953
SRR5517413_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	54.411933319723595	389140
SRR5517414_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	57.03842130166213	1313977
SRR5517415_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	56.94652533680057	2622613
SRR5517416_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	38.63681959346136	1733274
SRR5517417_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	45.80316578987326	4063268
SRR5517418_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	55.89766109557441	1499476
SRR5517419_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	55.881904345915466	2528056
SRR5517420_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	46.63871245917288	3197427
SRR5517421_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	46.53810561101461	1158158
SRR5517422_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	56.20280934032142	1253797
SRR5517423_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	56.211087186960064	2272802
SRR5517424_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	47.73964089565388	2626034
SRR5517425_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	52.686661491612966	5974826
SRR5517426_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	58.78417497587649	3097782
SRR5517427_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	58.72933346553305	947727
SRR5517428_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	57.67486931789973	1301062
SRR5517429_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	57.496802937415225	1954889
SRR5517430_GSM2608724_NMR_NF_3439_SKN_Heterocephalus_glaber_RNA-Seq	38.058798159938625	3569548
