Module	Section	Sample Name	Source
STAR	SummaryLog	SRR5517314_GSM2608553_NMR_BF_1090_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517314_GSM2608553_NMR_BF_1090_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517426_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517426_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517267_GSM2608463_NMR_NF_4060_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517267_GSM2608463_NMR_NF_4060_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517300_GSM2608526_NMR_BF_4772_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517300_GSM2608526_NMR_BF_4772_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517374_GSM2608663_NMR_NM_0713_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517374_GSM2608663_NMR_NM_0713_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517354_GSM2608627_NMR_BF_4772_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517354_GSM2608627_NMR_BF_4772_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517424_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517424_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517200_GSM2608336_NMR_BM_1215_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517200_GSM2608336_NMR_BM_1215_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517347_GSM2608613_NMR_NF_4060_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517347_GSM2608613_NMR_NF_4060_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517346_GSM2608611_NMR_NF_3605_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517346_GSM2608611_NMR_NF_3605_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517381_GSM2608676_NMR_NF_2411_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517381_GSM2608676_NMR_NF_2411_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517331_GSM2608583_NMR_NF_2411_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517331_GSM2608583_NMR_NF_2411_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517224_GSM2608381_NMR_BF_4121_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517224_GSM2608381_NMR_BF_4121_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517193_GSM2608320_NMR_NF_0525_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517193_GSM2608320_NMR_NF_0525_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517209_GSM2608354_NMR_NF_2411_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517209_GSM2608354_NMR_NF_2411_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517357_GSM2608631_NMR_NM_4925_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517357_GSM2608631_NMR_NM_4925_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517420_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517420_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517389_GSM2608691_NMR_NM_4925_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517389_GSM2608691_NMR_NM_4925_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517415_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517415_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517285_GSM2608499_NMR_BF_6841_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517285_GSM2608499_NMR_BF_6841_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517335_GSM2608591_NMR_NF_2969_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517335_GSM2608591_NMR_NF_2969_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517341_GSM2608602_NMR_NF_3439_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517341_GSM2608602_NMR_NF_3439_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517215_GSM2608365_NMR_NM_3295_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517215_GSM2608365_NMR_NM_3295_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517359_GSM2608635_NMR_BM_5982_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517359_GSM2608635_NMR_BM_5982_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517305_GSM2608536_NMR_BF_6382_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517305_GSM2608536_NMR_BF_6382_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517376_GSM2608667_NMR_BM_1147_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517376_GSM2608667_NMR_BM_1147_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517416_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517416_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517295_GSM2608518_NMR_NM_3295_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517295_GSM2608518_NMR_NM_3295_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517304_GSM2608534_NMR_NM_6206_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517304_GSM2608534_NMR_NM_6206_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517227_GSM2608387_NMR_NM_4925_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517227_GSM2608387_NMR_NM_4925_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517425_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517425_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517361_GSM2608638_NMR_NM_6074_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517361_GSM2608638_NMR_NM_6074_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517247_GSM2608423_NMR_BM_1147_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517247_GSM2608423_NMR_BM_1147_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517393_GSM2608699_NMR_BF_6382_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517393_GSM2608699_NMR_BF_6382_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517313_GSM2608551_NMR_BF_1090_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517313_GSM2608551_NMR_BF_1090_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517339_GSM2608598_NMR_NM_3295_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517339_GSM2608598_NMR_NM_3295_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517282_GSM2608493_NMR_BM_6656_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517282_GSM2608493_NMR_BM_6656_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517254_GSM2608437_NMR_BF_1816_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517254_GSM2608437_NMR_BF_1816_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517394_GSM2608701_NMR_BM_6656_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517394_GSM2608701_NMR_BM_6656_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517236_GSM2608404_NMR_BM_6656_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517236_GSM2608404_NMR_BM_6656_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517322_GSM2608567_NMR_BM_1400_PIT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517322_GSM2608567_NMR_BM_1400_PIT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517298_GSM2608523_NMR_NF_4060_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517298_GSM2608523_NMR_NF_4060_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517203_GSM2608343_NMR_BM_1400_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517203_GSM2608343_NMR_BM_1400_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517391_GSM2608695_NMR_NM_6074_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517391_GSM2608695_NMR_NM_6074_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517378_GSM2608671_NMR_BM_1400_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517378_GSM2608671_NMR_BM_1400_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517332_GSM2608585_NMR_NF_2411_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517332_GSM2608585_NMR_NF_2411_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517262_GSM2608454_NMR_NM_3295_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517262_GSM2608454_NMR_NM_3295_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517291_GSM2608510_NMR_NM_1449_HRT_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517291_GSM2608510_NMR_NM_1449_HRT_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517379_GSM2608672_NMR_NM_1449_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517379_GSM2608672_NMR_NM_1449_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517196_GSM2608326_NMR_BF_1090_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517196_GSM2608326_NMR_BF_1090_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517349_GSM2608617_NMR_NF_4060_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517349_GSM2608617_NMR_NF_4060_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517235_GSM2608402_NMR_BF_6382_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517235_GSM2608402_NMR_BF_6382_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517337_GSM2608595_NMR_BM_3274_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517337_GSM2608595_NMR_BM_3274_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517373_GSM2608661_NMR_NF_0525_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517373_GSM2608661_NMR_NF_0525_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517334_GSM2608589_NMR_NF_2969_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517334_GSM2608589_NMR_NF_2969_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517362_GSM2608640_NMR_NM_6074_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517362_GSM2608640_NMR_NM_6074_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517258_GSM2608444_NMR_NF_2969_OVR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517258_GSM2608444_NMR_NF_2969_OVR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517208_GSM2608353_NMR_BF_1816_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517208_GSM2608353_NMR_BF_1816_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517372_GSM2608659_NMR_BF_6841_CER_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517372_GSM2608659_NMR_BF_6841_CER_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517421_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517421_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517351_GSM2608622_NMR_BF_4121_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517351_GSM2608622_NMR_BF_4121_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517241_GSM2608412_NMR_NF_0525_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517241_GSM2608412_NMR_NF_0525_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517272_GSM2608473_NMR_NM_4925_TES_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517272_GSM2608473_NMR_NM_4925_TES_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517370_GSM2608655_NMR_BM_6656_HYP_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517370_GSM2608655_NMR_BM_6656_HYP_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517216_GSM2608368_NMR_NM_3295_KID_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517216_GSM2608368_NMR_NM_3295_KID_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517275_GSM2608479_NMR_BM_5982_THY_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517275_GSM2608479_NMR_BM_5982_THY_Heterocephalus_glaber_RNA-Seq_Log.final.out
STAR	SummaryLog	SRR5517375_GSM2608665_NMR_BF_1090_SKN_Heterocephalus_glaber_RNA-Seq	/storage/mrbell/aligned_BAMs/MultiSample/SRR5517375_GSM2608665_NMR_BF_1090_SKN_Heterocephalus_glaber_RNA-Seq_Log.final.out
